time,seconds_elapsed,z,y,x
1697908570387722500,0.104722412109375,0.9784030914306641,0.3681464195251465,0.7773324847221375
1697908570406693000,0.123693115234375,0.8059186935424805,0.39957547187805176,0.837340772151947
1697908570425664000,0.1426640625,0.820622444152832,-0.0353546142578125,0.2110823094844818
1697908570444634600,0.161634521484375,0.3445882797241211,-0.36188292503356934,-0.5356767177581787
1697908570463605200,0.180605224609375,0.17965126037597656,-0.02722001075744629,-0.8314521908760071
1697908570482576100,0.199576171875,0.10919380187988281,0.2010185718536377,-0.2569747865200043
1697908570501546800,0.218546630859375,-0.061776161193847656,0.4919154644012451,0.458426833152771
1697908570520517600,0.237517578125,-0.19457244873046875,0.8093686103820801,0.8158152103424072
1697908570539488300,0.25648828125,-1.115004539489746,0.25728511810302734,0.5742806792259216
1697908570558459100,0.275459228515625,-1.1782245635986328,-0.7229499816894531,-0.15567496418952942
1697908570577429800,0.2944296875,-0.30274105072021484,-0.4004983901977539,-0.45782139897346497
1697908570596400600,0.313400634765625,-0.5421209335327148,0.008917808532714844,-1.0035784244537354
1697908570615371300,0.332371337890625,-0.9575433731079102,0.2044086456298828,-1.0461359024047852
1697908570634342100,0.351342041015625,-1.431427001953125,-0.12493395805358887,0.06920146942138672
1697908570653312800,0.370312744140625,-0.8874130249023438,-0.3908708095550537,0.4228334128856659
1697908570672283600,0.38928369140625,0.10877418518066406,-0.5425469875335693,0.32359778881073
1697908570691254300,0.408254150390625,0.4208965301513672,-0.5086925029754639,0.28809458017349243
1697908570710225200,0.42722509765625,0.2278280258178711,-0.6574673652648926,0.4182595908641815
1697908570729195800,0.44619580078125,1.1425113677978516,-0.9898586273193359,0.5585867166519165
1697908570748166700,0.465166748046875,0.8961582183837891,-0.9216029644012451,0.8771644234657288
1697908570767137300,0.48413720703125,-0.7271480560302734,-0.27013659477233887,0.4585305452346802
1697908570786108000,0.50310791015625,-3.1973013877868652,-0.11964201927185059,0.7110509872436523
1697908570805078800,0.522078857421875,-3.6901497840881348,-0.19476723670959473,0.1545918881893158
1697908570824049400,0.54104931640625,-2.803316116333008,-0.40796828269958496,-0.07674763351678848
1697908570843020300,0.560020263671875,-1.969306468963623,-0.8360469341278076,0.3370380699634552
1697908570861991200,0.5789912109375,-1.1538572311401367,-1.2463774681091309,0.9819889068603516
1697908570880961800,0.5979619140625,-0.3774595260620117,-1.2651252746582031,0.9482872486114502
1697908570899932700,0.6169326171875,0.7931118011474609,-1.026833415031433,0.7634526491165161
1697908570918903300,0.6359033203125,2.617544174194336,-0.9283619523048401,0.4739198684692383
1697908570937874200,0.654874267578125,3.1635122299194336,-0.8019580841064453,-0.23118114471435547
1697908570956844800,0.6738447265625,1.4596986770629883,-1.0069291591644287,0.14474725723266602
1697908570975815400,0.6928154296875,0.925140380859375,-0.6795351505279541,-0.8027502298355103
1697908570994786300,0.711786376953125,0.3150215148925781,-0.3348902463912964,-1.2005140781402588
1697908571013757000,0.7307568359375,-0.7174501419067383,-0.11540603637695312,-0.05778384208679199
1697908571032727800,0.749727783203125,-0.9175252914428711,0.9917020797729492,-0.12676304578781128
1697908571051698400,0.768698486328125,-0.4968900680541992,1.3655304908752441,0.16517530381679535
1697908571070669300,0.78766943359375,-0.21837615966796875,1.1293898820877075,0.24036073684692383
1697908571089640000,0.806639892578125,-1.007089614868164,1.156868577003479,-0.4775451421737671
1697908571108610800,0.82561083984375,-1.8021488189697266,1.0724257230758667,-0.9648060202598572
1697908571127581400,0.84458154296875,-1.9302639961242676,1.14963698387146,-1.0061684846878052
1697908571146552300,0.86355224609375,-1.333444595336914,1.4671951532363892,-0.4788367748260498
1697908571165523200,0.882523193359375,-0.7092924118041992,1.214435338973999,0.18669897317886353
1697908571184493800,0.901493896484375,0.3306760787963867,0.9934613704681396,-0.08172202110290527
1697908571203464700,0.920464599609375,0.2811622619628906,0.7412049770355225,-0.35380399227142334
1697908571222435300,0.939435302734375,-0.07354354858398438,0.18361198902130127,-0.7350037693977356
1697908571241406200,0.95840625,-1.086594581604004,-0.3211379051208496,-0.9755484461784363
1697908571260376800,0.977376953125,-1.2266674041748047,0.21206063032150269,-1.0830307006835938
1697908571279347700,0.99634765625,0.7036304473876953,0.2591702938079834,-0.8379774689674377
1697908571298318300,1.015318359375,2.709286689758301,0.8229349851608276,0.10734584927558899
1697908571317289200,1.034289306640625,3.542757034301758,1.3858544826507568,0.5463009476661682
1697908571336259800,1.053259765625,4.070443153381348,0.9130358695983887,0.6253004670143127
1697908571355230700,1.072230712890625,3.1820783615112305,0.22531533241271973,-0.2739412784576416
1697908571374201300,1.091201416015625,2.1866350173950195,-0.6010502576828003,-1.238167643547058
1697908571393172200,1.110172119140625,0.12708187103271484,-1.9499993324279785,-2.566826820373535
1697908571412142800,1.129142822265625,-2.3999686241149902,-2.7696096897125244,-3.861863613128662
1697908571431113700,1.14811376953125,-4.4354963302612305,-1.4757827520370483,-2.3248651027679443
1697908571450084400,1.16708447265625,-2.9629364013671875,0.600347638130188,0.3983626365661621
1697908571469055200,1.18605517578125,0.04775810241699219,1.5173516273498535,1.4595696926116943
1697908571488025900,1.20502587890625,1.7505903244018555,0.9153424501419067,1.2362010478973389
1697908571506996700,1.223996826171875,2.593931198120117,-0.5180506706237793,0.5269476175308228
1697908571525967400,1.24296728515625,0.4516639709472656,-0.7783019542694092,-1.0942120552062988
1697908571544938200,1.261938232421875,-1.430917739868164,-0.0003609657287597656,-0.5986571907997131
1697908571563908900,1.280908935546875,-1.1234540939331055,-0.21898281574249268,-0.006476163864135742
1697908571582879700,1.299879638671875,-0.15614700317382812,-0.3979378938674927,-0.0115739107131958
1697908571601850400,1.318850341796875,0.14230918884277344,-0.42524707317352295,-0.5956553816795349
1697908571620821200,1.3378212890625,0.29735565185546875,0.1493396759033203,0.06786012649536133
1697908571639791900,1.3567919921875,-0.3556680679321289,0.6879994869232178,0.5376533269882202
1697908571658762800,1.3757626953125,-1.271026611328125,-0.32943296432495117,1.501598834991455
1697908571677733400,1.3947333984375,-1.3488235473632812,-1.1647456884384155,0.24161115288734436
1697908571696704300,1.413704345703125,0.07637882232666016,-0.1516249179840088,-3.8686790466308594
1697908571715675000,1.4326748046875,-3.1036815643310547,-0.7671687602996826,-3.9532647132873535
1697908571734645800,1.451645751953125,-2.999833583831787,-0.9172136783599854,-1.389920711517334
1697908571753616600,1.47061669921875,0.966099739074707,-1.0339601039886475,-0.5704302191734314
1697908571772587300,1.489587158203125,3.843067169189453,-0.35038089752197266,-1.2252111434936523
1697908571791558100,1.50855810546875,5.134727478027344,-0.4306011199951172,-0.7918241620063782
1697908571810528800,1.52752880859375,5.3747758865356445,-0.4930276870727539,0.22763237357139587
1697908571829499600,1.546499755859375,3.5540504455566406,-0.8036293983459473,-0.5740135908126831
1697908571848470300,1.56547021484375,0.011890411376953125,-1.118570327758789,-1.0950007438659668
1697908571867441200,1.584441162109375,-2.5553712844848633,-0.7695558071136475,-1.7006824016571045
1697908571886411800,1.603411865234375,-3.1991677284240723,0.17028355598449707,-0.3590521514415741
1697908571905382700,1.622382568359375,-1.3234825134277344,0.35730433464050293,0.15203183889389038
1697908571924353300,1.641353271484375,1.422041893005371,-0.24183249473571777,0.3795287609100342
1697908571943324200,1.66032421875,2.213850975036621,-0.986670970916748,-0.16833746433258057
1697908571962294800,1.679294677734375,1.4836511611938477,-2.452983856201172,-0.8777397871017456
