0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,time,label
1.7716900596625795,2.783546751989221,4.126683257221151,5.562919963958968,6.485394792576837,7.278096551051689,7.50732301614922,7.089298714440361,5.433110048645693,2.450919804718118,5.391971199441062,6.723834683341631,6.055351777214044,8.893521478398906,11.992136030710727,11.098211968751729,9.295228977041248,8.892619594121326,9.829994179604816,11.235139576461984,13.42965241216555,15.697327418788197,17.634609184879814,18.167811883302342,16.40981433324672,11.57806116393514,5.258016611054844,4.988873846703195,7.2496536427971945,10.526618813739786,17.874288597471377,26.885109317845036,26.320909632969084,16.88766788881969,11.882390974617124,7.17849850909138,5.767218249894171,4.417134987658851,3.5668347735360357,4.560209563022558,7.346938311007442,10.087759084057735,12.931634365770803,13.647060494452617,12.879025968449884,11.010435455556086,9.088510999338546,8.509788909446035,8.890292484453955,9.200752031990653,9.453595958851023,7.715456526043132,8.22549124943298,32.95320141210576,60.53365915467176,49.630407925078366,30.0303096224327,22.248434174652974,18.050170339566584,15.82906664916335,14.754310285475219,7.891109629331023,5.647682547465083,9.303985062369305,11.892106123844444,15.389683992149736,19.90296987211736,20.856919777376866,17.118312493847387,14.398510735514453,11.456621892130174,9.738746985202804,8.673273750186496,7.602235861940832,7.2547158674389065,8.139718811317826,9.081906305920432,9.717469962226255,10.325924071000637,10.826665693908309,11.350919872104146,11.04789329083575,6.6887197024089105,16.526609977351985,39.98930092438179,48.828126538314095,28.369160990852897,7.112951881907234,2.8460001989512906,2.530608401210333,6.1251194478543285,5.672276259714448,4.408650116903275,4.816077880172971,4.449079261927269,4.290587191505529,3.6434183829105287,3.553568123445375,3.4279787565887645,2.8369225796279225,1.9397972627907965,1.134431840157023,1.346893720655042,2.0753482610640774,2.9079557455126186,3.1597023305364167,3.277445456341487,3.1838856770860677,2.350923962308463,1.0443768986800832,1.8685185392701584,1.8940147721821488,1.0139605738950273,1.2615061012217321,2.181591064453125,jumpingjack
1.2926374463368886,1.8955756605985628,2.4338319217982205,3.164748055845739,4.218052307283354,5.4998962493946015,6.634955941135544,7.6622478142652,8.192540944575864,7.08778597360704,4.990417056424573,8.677160702670728,12.16007559027075,16.435804846580233,19.949810037664026,12.440171532529321,9.530506603857479,10.085321340995112,12.066613075803202,16.403663511938916,17.478535275670776,14.029230184129453,8.709291197369483,3.309544177809325,2.082386711168112,4.81219052413577,6.549829844251954,11.064346555067141,19.14417049716851,24.092943015388723,23.33639524324544,15.661482771869787,11.90436070796303,8.697483221193123,6.933790366183234,5.4920668008635225,4.774460978960409,4.977968278586767,6.534003876615268,8.940590204710773,11.247175002815174,12.700549806096362,13.856640738234413,14.768489819713885,13.624979171713262,9.339366300338117,3.7586850412740525,19.614009496395806,63.728270489130146,53.38974040228178,24.10218587390552,14.389314436480415,19.201971157520077,21.83910776868217,22.610495693870426,18.596336857852066,11.618979788793073,5.252891037795761,5.55232939367007,9.1521008080424,13.86719228332326,22.524086341535472,27.715068644429024,21.56159069053839,14.417560293764817,11.335240890686196,8.740249277798924,7.262171494626936,6.491811619139401,6.385019036778727,6.87589084060503,7.820155636410261,9.104320385619234,10.260792379540806,10.923921821903706,11.356933102087078,11.465170456929641,10.589378554971077,7.109413768856327,22.450924121870642,55.24006820915832,57.02064470151021,17.062516442015088,4.571757926837382,5.353843349065172,7.332626794851939,11.748385026488728,11.628347800117862,11.166349008389185,8.760463258509713,6.173497660534434,4.704764344206504,4.245292910670953,3.5800143614164743,1.5640216356389962,5.455022506045159,7.68779011958943,8.656726611376033,7.4985334299213005,4.540688253374608,1.9455038346891027,3.297499123062662,3.9536742856914087,3.9876144362663446,3.216766384891458,1.936114272842621,2.431924173206393,4.822400925844495,4.680456918493154,1.8778195329736111,1.6390268939001984,1.9107184990214245,1.819214742772886,1.1064024061837137,2.2385014648437505,jumpingjack
1.1658090243891552,1.50543407689376,1.2530823760733016,1.1197609055033615,1.0415671641450088,1.8212818288464614,3.217742098852337,4.904669168229561,6.40854286963372,7.109666362314458,7.377435286467838,8.032174527446564,7.449268496816054,5.333444946176885,2.2543193179868046,4.7079547127359875,8.310323364367571,10.569684495231524,17.677417607502093,16.60712634514895,11.405324036949205,10.527989963018777,10.640659281066693,11.411518402477721,12.871476094543901,13.098293727913873,10.801225844625503,7.401914404611931,3.684538071207499,3.134059138656201,4.975800567985585,6.771957505957899,9.318895314670723,15.29668495498487,21.702347628256057,22.82765704925477,17.491382384682193,13.207920216280389,8.946026744972608,6.510918277530611,5.594302788098641,5.142326668205095,5.278718881774855,6.533268684982824,8.788499726172006,11.497899413291634,14.396173524664881,15.716138873201011,11.735350007559433,5.377890908170711,8.710913114428987,41.095550562803055,39.156868924436075,13.15234409083876,12.971790787481721,17.573988794451264,24.205461195706107,16.79990235331871,7.980237729390411,5.079343454219146,5.409248358932777,8.028048274483329,10.816443054293176,15.028327777198689,21.0234641355771,21.99164897882472,17.96139714027671,12.497208859114611,10.643601646161489,9.138540666176178,8.264801245406492,7.667945742552482,7.525870980889008,7.848005523579973,8.470620174169664,8.858305214347311,10.531836377219154,10.100967974868157,3.946682233590057,18.35205342376226,52.364242609044766,40.15086388114827,14.395720495314345,5.443666955359634,3.730255646044625,3.409694606270539,8.599477351253753,9.399762570537076,8.64642407955367,6.793604130281856,6.562474659658743,6.34367034771283,5.906743633084212,5.968888476035453,3.690316638056538,2.825677039509669,9.029505486007356,10.052498257104425,11.4665894346783,4.825422071737556,3.0322823176332108,4.752743846122773,5.475150766618664,4.764788878181287,2.7300461169983485,1.541723290751408,2.7924702168609605,4.077459403294387,4.266979329616687,2.903762848086855,1.0600416630942595,1.0560097844483773,2.2273421603401355,2.6541726973998387,2.65584814453125,jumpingjack
2.087777542678459,1.2692547861649635,1.2550584131634097,1.0217326603957764,1.6069287785461925,2.6197804496067123,3.7002676916355535,4.575280227531477,5.3337841305208595,6.1811225150712525,7.046707271646106,7.186804721700105,6.681690921013193,4.865327688262403,1.7563928670612472,5.853535770863589,8.247776581299483,10.956460543477103,16.516206670701163,14.295236364655826,9.950033098762558,8.985269459661664,9.669089677129678,11.559876333979512,14.5671779132996,16.79725432743031,15.627156663632325,11.958906251614163,7.946587166748449,3.5894376959642402,2.793081124706245,5.5805907385572215,7.689434808226711,9.627377965372327,12.857824657372106,20.436804624836448,23.380707709567023,22.04133634207334,15.447536635237004,10.97375292010995,7.455160972732086,5.379246143035583,4.732508398724026,5.1910574531422355,5.897113545393144,6.926278577103076,8.365392518535034,9.6860845863832,11.02016746826398,12.860011274043108,14.710684204512852,11.834274059817004,7.395797260808057,18.706331785013248,68.89577330113029,64.77509960269056,25.96839287745853,15.269111693557486,15.02465155756422,19.073333074146454,15.64870621683357,8.2189385622915,4.529464521374063,7.282019004081207,9.72772609080883,13.687374542715427,19.560158972513317,24.757516819767204,20.242407302660222,15.170898299012993,12.188939662723008,10.12139742318529,8.398750474280797,7.5006011258437635,6.578335434706589,6.634387102100294,7.378313924591989,8.629816649001292,10.289592295377863,11.113281661110616,10.272215945050021,7.667400666773802,14.4616617145433,46.31328905862422,52.40657777676584,22.43185307115217,4.939934169729229,1.8173499608140768,5.913329204331141,7.504960074997776,10.460072913277285,10.193616466049198,8.401906913201739,6.282582411918887,5.3975155158729144,5.3848322796945185,4.445151174244045,2.7440821506537043,7.0337982917917,19.715207558516752,11.866453388752548,5.036644052298225,1.9540110432261413,5.51940694513616,7.272288666245642,6.061540145804132,4.214842721129596,2.229457259981927,1.4826930099587268,3.388199241505475,4.110791037841816,3.959584620601,3.442687174275772,1.6919226727112704,2.6368776855468763,jumpingjack
1.0844501063448382,2.3994568604365267,3.068593949942945,2.725793721454961,1.3966987430221716,1.2960575287277392,1.9381700896136622,2.011552246253415,1.3368400742221673,1.1749459693924247,1.4890194738943279,1.3124959716993858,1.0769406843977187,1.0729057737524577,1.3884099388749502,1.8911979529776688,2.867408310119431,4.278190653204122,5.682166577848971,6.334291888390926,6.827916549734118,7.983464481788487,8.02132867913329,6.690438064640472,3.64698177944881,4.238808274417185,6.786706905939686,8.152455207920429,15.863871086055767,23.012658459175526,16.007635549691607,12.646837752628858,13.075207626702543,16.100956510421202,20.487551177506692,20.293573820241196,16.159106208836484,10.700024443962079,4.532551966086844,6.710140814729366,10.32149084195607,12.194614070020943,16.705623659161773,20.48735680752742,24.76291442706297,20.050510849799586,14.175610734052135,10.205979713211464,8.394204209752695,6.837357861498968,5.4288974010536935,4.6822430918398315,4.843439170234895,6.45169086470753,8.607888382164422,10.330972547204972,10.912166538870418,10.456723749432182,10.343257928718199,11.256102375962431,12.321207308918275,10.69772114097312,7.772549258194868,7.165863845392821,7.028638714420539,52.26112830234581,69.02775161981764,46.84202662077247,20.702031224958652,17.427406588331337,12.864481841925194,6.734385146172944,2.0062758314195634,5.310180714675006,9.428089626715265,12.457727379893381,15.746828230550733,19.415939199430436,21.185347420555306,17.36365613921754,15.186618350853102,12.652428510538734,10.899362200618128,10.557656364853312,9.293594556034392,8.481212382207017,8.283969706685259,8.73311646321616,8.922276091541036,7.843737208219991,7.23056621355552,6.898476477685105,11.525248342057225,33.26488043932817,55.09053602110747,23.681369133615053,11.536285050629873,3.654836211299502,2.1038828468310427,4.025850396645764,6.044679031219538,8.409150090029803,7.702262634955553,6.369808572347495,6.306013187608425,7.469431878300795,7.407854937106093,5.76690174957725,3.6506724912012802,1.5503165850293514,8.609656160770461,10.005177122289817,8.493504078088396,4.309284652070505,2.2005593261718737,jumpingjack
1.3863354650409825,2.7539151876954975,3.9677807665184,4.357674992510901,3.7810885362167936,2.1142529484919645,1.5111506621606423,2.322668591413398,3.412793110252814,3.518816881719806,2.527878837032319,1.04711426431335,1.775005980870118,2.212858798812765,1.89745769235055,1.0182899924782167,1.5219723215690082,1.5183916829376516,1.099278310849092,1.4579171665387185,1.7725629406334016,2.1011165141740618,2.7953494096650493,3.7884721485176933,4.867258814292207,5.900375549580971,5.842663086534873,6.531594574002187,7.542232466035792,7.045915647035721,5.291407978873252,2.174075586849916,8.431283831973118,10.005224271995168,15.8559402673443,23.87872439977819,16.137390265813654,11.848301873846404,11.275236693984766,13.46513609974173,16.62043992289194,16.453130951000137,12.301210683588472,7.428445921445904,2.4528902232527496,4.6341149120473615,7.15725268955715,9.226510561791333,13.038423034313137,18.823160909532643,22.806345493978505,22.108414290056047,16.144152494819252,12.322308768287337,9.170445387100818,6.3953141570987295,4.847600420362441,4.216791328178358,4.673689640599711,5.732004315473018,7.823912646459008,10.425884559228068,12.846787462553143,14.101274679752452,13.809276821885717,11.649956639622973,7.776169300833419,7.0113915439793795,36.73368581371676,47.29214747558382,22.958137802758678,17.532484416087293,18.457350200485408,18.527113400977626,10.541577765819731,4.748891462849376,5.111483450389444,8.138699987411488,11.590396909986657,16.05160871548917,23.46822415547153,24.874881546666987,18.165021146049437,12.656489871667487,10.316051093779059,8.59892108381574,7.615787460971129,7.299165700928474,7.224860069034473,7.922898512736745,9.204657590061682,8.988697533315758,9.385265638602133,10.213786312656266,10.72086320188343,6.418861748219435,13.913904583312286,44.48442617357189,56.040400872174395,17.57062601905573,7.297114924496041,3.056139976789306,3.2873010237763993,5.544655752178875,7.480912657830173,6.832287051273706,6.119318150952839,6.774787516190728,7.87634377726129,8.76750503435734,7.285543959755679,1.8123907009297242,10.119130542376109,14.320967230703204,2.2574702148437495,jumpingjack
8.731652245734232,5.124143298542561,3.8676178734048503,5.673063376810156,5.605822087622039,3.7266587439672163,2.2607380804343613,1.8966390774826856,2.8681072551257394,3.8311759081490013,3.7683427938938787,2.3951109456865374,1.3805767307754433,2.0830101851445195,2.231091160092358,1.7246197846590932,1.4837301868088757,1.5943372620241925,1.131195753775136,1.2601903694489343,1.5628229225081054,1.915346634475262,2.7752568074051682,3.9668833330772766,4.865674356290581,5.6527351718140535,6.738465911515341,7.419840283387705,6.511938028500984,5.00295350096631,2.365650136870887,5.138051453637372,11.296146849916438,17.94670273752533,24.840998257241193,18.245976429577702,14.114929332381791,12.8138114177048,12.73702870459284,10.056858320815032,6.3728299525765175,3.5846960986390695,1.681894829165735,4.355177002777686,6.866248624535588,8.564161197918189,10.589290751238554,15.869809632087012,22.335972597356285,22.470253784592128,16.929064833417232,12.98711570475278,9.864393737563098,6.7429642230589595,5.572573514456896,4.650554683666298,4.60784439298711,6.603910795699043,9.799547940311665,13.37802378474325,14.489528995509938,8.991728085398863,2.845235064504981,7.532237648983168,42.011354219027574,69.38204647679662,35.1045355995889,17.730824304390328,15.465687285809285,19.968084755903856,22.89498291356266,14.007302969698468,5.070549635506794,6.507516708943081,10.395502319069989,13.17644051277381,15.15125483173225,19.56481691891463,24.372370188735932,19.269470784753818,14.839632715641772,11.54839805929619,9.987449370147907,8.47620708870231,7.554643110477274,7.394824066058542,8.263655440459246,8.799120823366339,9.411542915618172,10.054118831668653,10.767110273293643,11.212774068645233,9.532395801609017,3.774654489569265,31.985342369488787,54.51376733570405,38.055690172172234,11.318548320254036,2.223599860691886,3.80921432900554,5.183375633181509,6.926175515549109,7.061746682500777,7.74050866380961,6.975662492090375,5.893845375687946,5.610251957170335,5.103956882110556,4.015473600314414,2.0747446728108088,1.7753976175165314,6.970128199439492,8.840253226912829,7.781355279156733,2.333351562499999,jumpingjack
3.3802847540006717,3.4033527453592027,4.906789547251452,4.781866107080126,3.077540707957186,1.6158366027402042,2.4415850527756993,2.595171371784255,2.480422404330787,2.2063675299725047,1.700812559490316,1.0683652692704724,2.123834400807386,2.34542414277175,1.7021860435302054,1.0187917394642763,1.1576197910579284,1.1873561143616977,1.0868544270843408,1.156670018716744,1.2558437867816759,1.8408068808535258,2.6639264825223687,3.3235111143681197,4.097101380126677,5.214037746692236,6.41208300856162,7.647921114306418,8.376411119760004,7.916328154197679,6.072832654459427,1.4810177625402898,8.104020195282812,12.73169790580593,19.718418898933308,26.26214072265389,17.62141771688704,12.975105122036531,13.311939755047533,13.595381346703848,11.381977206710756,7.789063002925763,4.154059387479666,1.7994417304659398,5.000319216377071,7.178741142433586,8.58124629883546,10.066280144248122,14.1692869004461,20.598340131347815,22.16874953200917,19.46254491478033,13.757184952014626,10.064430098575682,7.34359849483514,6.134971728066149,5.54487266213116,4.764842227531106,5.176579272209938,6.988513713701437,9.949467848216623,14.09821229680098,15.429072506462726,11.342756905395438,5.330533767584223,11.719160185962602,60.60001098810024,68.24990831681475,26.6639513712335,16.2023635333521,17.041954521638683,21.491070376733006,19.6552943138913,9.876033761197634,5.145211448503907,9.165403478873502,12.187781417088676,13.585395747016985,16.018603698255166,20.988630533328237,21.018272889644635,17.62242200107643,14.136493468435205,11.325008119835687,9.418196135274817,7.441941330450452,6.871924573592593,7.019942627796224,7.9069312621171655,9.532280857517739,9.611772651664518,9.953844764139522,11.221404275385316,11.242969496992838,7.843248779380832,18.82279405702427,51.108818668734465,48.77208666048674,20.36795579442146,5.440521785613363,3.395981946178645,3.9729753950357387,7.013229705164052,7.80397439346675,7.3372635735217795,5.777859464775745,5.86179052589333,6.196472809736119,6.579398829823839,6.260489961132703,4.639248568935535,1.5088737334270454,5.68935540232225,11.16839447365122,2.276440673828123,jumpingjack
12.456061283251339,7.157141886662214,1.3902226412683667,3.176751937215674,5.3240041972870875,5.7875504424277295,4.905176782158529,2.694699801640432,1.6006033008002851,2.2153279037617875,2.9635581469048016,3.3415853378054106,3.5404584408494273,2.468780395264752,1.4369753551297981,2.5140066804808203,2.808703280901422,2.2069115968120276,1.2760588128408412,1.471830988234451,1.5161215201138718,1.229007204215507,1.0673132490225852,1.3799673000307582,1.3604200140397527,1.1825130579497976,1.1268442293915801,1.312662037270488,1.9329825135516205,2.981012008866228,4.320248004809995,5.444931714591409,6.159360708797415,6.96413077359056,7.6938228510277,7.271198905570998,6.217490524395487,2.3628898383307617,4.517204924631502,8.847792194029857,12.171086570176012,21.874991713061274,17.629758785334744,11.843045646863173,10.582061167092258,11.480557360068833,13.748928382182628,14.208120128237672,11.888962909122734,8.346607438830933,4.377628626332934,1.7305705383499332,3.755714217768394,5.318021507614493,7.2336164586794025,9.704890392637271,14.535684039010626,22.60585634325704,23.607225024071443,19.420117964228098,14.017454918551485,10.49935851111895,6.754182247362736,5.349844467448232,4.389982378441098,4.189438964852426,5.077937313031264,6.916270420154374,9.368870171259056,12.685293369788734,16.090581962661645,16.09165511534865,12.10820868924552,5.335887273141622,23.673192513912692,64.55899687076459,60.37340993726431,22.820744379192544,15.464367916954023,14.315049851444243,20.94478296491037,19.55342020045735,12.533165287295475,6.029667162642191,6.711606001066486,10.539337972909554,13.5202268932682,16.70191003401327,23.412993577090226,25.557283067529088,19.432748658221865,13.48290701213974,10.534539531837954,9.225135972450976,7.852810980588325,6.734225157279667,6.919766056555549,7.3859859553658165,7.984108329917975,8.688288807074025,9.192288678986118,9.845675009908145,10.254532046397243,7.5046340880633995,10.597637927683252,50.74836810361232,58.677293438617376,18.98910098230161,4.235933340000268,5.970551146405371,4.3958083247830775,6.6643453122813625,7.836383366101887,7.0605990240388445,2.2385004882812503,jumpingjack
3.943436358402976,3.9351641746997528,5.294357680793487,5.449698242543844,5.276270137801092,5.1830235402832425,3.7040059617134404,1.9708994470027208,3.099322394007329,4.128206385805275,5.902267745802609,6.216443523231842,4.7568437260083964,1.6692215658934837,1.0835231927256332,2.570716202882605,2.9705938934759555,2.4664642148182936,1.8207569273119488,1.5737254245346879,1.064812975523409,2.424133129557908,3.122753886726418,2.0404941695087415,1.0391656345382052,1.2817413824586752,1.3674496374522127,1.1703292064139925,1.103868044190816,1.468039814833158,2.134429872110327,3.007564071789544,3.8617659247059706,4.495000773387638,5.3643921053942005,6.5651785483004526,6.678541647152808,5.5126404552990325,3.348709150998319,3.817600792195757,9.241141867904053,19.614225773285074,25.093612977110144,16.76419157025777,12.850824748070185,12.907385295407817,13.645355364336782,12.134571307806068,7.79200318651255,3.1538597446212453,1.6335752021964516,4.854418118481569,7.3057887874478,9.908600326146631,13.842514154792621,20.621906140783896,22.471041187873052,21.5841501578616,15.519094925157843,11.698409606542565,8.750577385705466,6.298088791105918,5.76025726158227,5.369846381722037,5.686471815150105,6.972265347084721,8.885806543183902,12.064122969161668,13.702446711256556,11.697759720190465,9.414420963982538,9.285222462438494,43.10329035930826,40.21295612206169,17.784738632057774,16.183050787901372,19.130014617427864,22.2280602404241,16.59895996773505,8.100402978864814,4.84802802965698,8.556097633950298,11.800131175571426,13.439264610218872,16.704568935082495,23.013845663996992,23.141240369944292,18.72708256963309,13.889769517909375,11.3384705940769,10.039742582860566,8.678263249076053,7.404743913822995,7.725955254569993,8.541457488181377,9.515723616841933,9.455445497736706,8.833751504207113,9.679607429148227,9.004892582656364,5.716092543449182,10.69992472428529,54.80471295386315,49.62503765832766,21.62782938372446,6.511709372683269,2.592694389629456,2.8472745539555597,4.489004499076098,6.442135716647996,5.009802245259339,3.326983753693726,4.264950697561086,5.864118083607902,2.466144775390621,jumpingjack
